Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID1756537190,0.0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-06-04,17:10:48,13173.36,20:50:21,25.25292636031745
ID1125834148,0.0,4,3,-37.8118495,145.0003956,-37.8245586,144.98476100000002,2634.0,2018-01-18,22:07:25,638.46,22:18:03,12.64
ID1862185060,0.0,4,1,-37.7993409,145.0019329,-37.8122054,144.9533103,5606.0,2018-07-26,16:48:29,1415.4000000000005,17:12:04,10.15
ID3740209690,1.0,1,7,-37.80266820000001,144.96526540000002,-37.8618349,144.90571599999998,9550.0,2018-02-27,02:25:53,3186.0000000000005,3:18:59,27.86
ID1447694197,0.0,1,7,-37.819553000000006,144.96301780000002,-37.8618349,144.90571599999998,7577.0,2018-04-05,08:16:18,2689.62,9:01:07,6.81
ID5271365902,2.0,4,6,-37.8159705,145.00585700000002,-37.7738026,144.98364660000001,10507.0,2018-03-27,07:51:40,3191.160000000001,8:44:51,280.23
ID1333738298,0.0,1,3,-37.803965000000005,144.9574007,-37.8198062,145.00161469999998,4821.0,2018-01-26,08:00:45,1158.84,8:20:03,7.490118939284809
ID1359947841,0.0,1,7,-37.8156632,144.9500919,-37.8618349,144.90571599999998,9298.0,2018-07-17,14:09:04,3161.94,15:01:45,11.65631115599444
ID1981479167,0.0,5,7,-37.799392,144.93643280000003,-37.8618349,144.90571599999998,11190.0,2018-02-01,10:37:20,3696.06,11:38:56,8.37
ID3276078945,1.0,5,4,-37.80240560000001,144.9348884,-37.801528499999996,144.99282580000002,6453.0,2018-01-08,09:21:49,1640.4,9:49:09,14.429210376541576
ID3168994987,1.0,3,8,-37.8189685,144.98499840000002,-37.807202000000004,145.0266373,5043.0,2018-05-15,01:00:28,1275.6000000000004,1:21:43,22.39
ID1670730060,0.0,5,9,-37.804832299999994,144.9327615,-38.1109156,144.65417250000002,43591.0,2018-04-05,13:36:15,10448.28,16:30:23,22.92
ID3587554659,1.0,8,3,-37.8158343,145.04645,-37.8207167,144.9707771,7867.0,2018-02-17,03:18:47,2352.6,3:57:59,31.220318031069134
ID3855491490,1.0,8,1,-37.8158343,145.04645,-37.8007266,144.9522349,8645.0,2018-01-19,16:14:13,2392.560000000001,16:54:05,20.95
ID3240084365,1.0,3,8,-37.82102929999999,144.96962480000002,-37.8158343,145.04645,7816.0,2018-07-02,19:57:44,2330.640000000001,20:36:34,19.58631613463599
ID1585788054,0.0,6,5,-37.7738026,144.98364660000001,-37.8057182,144.93279280000002,10135.0,2018-05-13,12:08:32,3070.26,12:59:42,17.03
ID3229437060,1.0,3,8,-37.8200044,144.9813425,-37.8158343,145.04645,6664.0,2018-05-27,21:05:40,1997.1,21:38:57,27.66
ID3127055078,1.0,6,5,-37.7874421,144.9804091,-37.8001749,144.9371792,6190.0,2018-06-14,19:22:02,1666.1400000000006,19:49:48,17.01
ID1738280244,0.0,9,5,-38.1109156,144.65417250000002,-37.8087408,144.9348385,44268.0,2018-03-13,19:49:37,10601.94,22:46:18,23.673384780342626
ID1577315372,0.0,7,5,-37.8618349,144.90571599999998,-37.8054876,144.9368074,10668.0,2018-07-16,23:06:48,3472.5599999999986,0:04:40,16.21
ID3412250887,1.0,5,8,-37.802057,144.9301684,-37.807202000000004,145.0266373,9720.0,2018-04-11,18:28:00,2463.6599999999994,19:09:03,21.056458930510907
ID5614796791,2.0,4,8,-37.810044700000006,144.995853,-37.8158343,145.04645,4503.0,2018-04-13,22:45:02,1411.74,23:08:33,149.24
ID1658233224,0.0,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-05-14,12:50:15,4298.280000000002,14:01:53,15.21
ID5757061746,2.0,2,5,-37.824608500000004,144.94663269999998,-37.798980900000004,144.9364074,3366.0,2018-06-06,23:18:42,722.0400000000003,23:30:44,93.57
ID1758750655,0.0,8,1,-37.8158343,145.04645,-37.8188604,144.9589458,8237.0,2018-06-09,03:06:47,2382.9000000000005,3:46:29,18.535757175413128
ID3333333111,1.0,8,2,-37.807202000000004,145.0266373,-37.815175200000006,144.927539,10555.0,2018-07-02,18:54:48,2698.619999999999,19:39:46,23.754348653344834
ID1133872095,0.0,5,2,-37.8024029,144.9269069,-37.810601299999995,144.92830669999998,1891.0,2018-07-28,08:55:19,529.3199999999998,9:04:08,9.94347311511931
ID1957231265,0.0,4,6,-37.8037021,145.0047915,-37.7874325,144.9803767,3946.0,2018-07-05,03:11:12,979.2,3:27:31,14.46
ID1468585453,0.0,8,5,-37.807202000000004,145.0266373,-37.8114345,144.9271062,9778.0,2018-07-14,23:44:37,2496.359999999998,0:26:13,19.53
ID5219868390,2.0,8,3,-37.8158343,145.04645,-37.8155657,144.97628730000002,8082.0,2018-05-16,21:19:42,2293.32,21:57:55,222.74
ID1971532630,0.0,1,7,-37.822489399999995,144.9478127,-37.8618349,144.90571599999998,8847.0,2018-07-24,15:47:37,3096.3,16:39:13,11.51043236508854
ID3904005343,1.0,6,3,-37.7908183,144.9857929,-37.8200086,144.9816241,3536.0,2018-07-24,11:11:28,846.9,11:25:34,11.542652976664577
ID1364198600,0.0,2,4,-37.81295720000001,144.9405455,-37.8030374,145.00438590000002,6479.0,2018-01-01,23:25:39,1638.1800000000005,23:52:57,14.82
ID5292022421,2.0,6,8,-37.7874325,144.9803767,-37.807202000000004,145.0266373,5793.0,2018-04-18,00:53:30,1493.5200000000007,1:18:23,154.1
ID3558938544,1.0,3,5,-37.821692799999994,144.99490419999998,-37.79878660000001,144.9197995,7941.0,2018-06-15,12:09:06,1860.66,12:40:06,18.09
ID3190269342,1.0,6,3,-37.7907967,144.985865,-37.8203034,144.997392,4604.0,2018-02-05,03:10:06,1255.56,3:31:01,22.0
ID1723254103,0.0,8,3,-37.8158343,145.04645,-37.823842299999995,144.98149750000002,6964.0,2018-04-15,04:35:56,2036.94,5:09:52,17.920652800315032
ID1862778277,0.0,4,1,-37.8108766,145.01413080000003,-37.807474799999994,144.95682649999998,5292.0,2018-05-11,11:03:00,1347.72,11:25:27,4.33
ID3591013045,1.0,7,4,-37.8618349,144.90571599999998,-37.814128600000004,145.004671,11419.0,2018-04-10,13:17:18,3619.02,14:17:37,26.28
ID3504036755,1.0,7,5,-37.8618349,144.90571599999998,-37.8054867,144.9351555,10765.0,2018-05-06,22:34:05,3497.2199999999993,23:32:22,33.651644933132246
ID1489796793,0.0,1,8,-37.81755020000001,144.96722509999998,-37.8158343,145.04645,7441.0,2018-03-22,19:03:18,2153.76,19:39:11,12.49
ID1391028086,0.0,2,5,-37.8120843,144.9384611,-37.8133487,144.9312518,1548.0,2018-01-11,05:02:42,435.18,5:09:57,12.59
ID1835811287,0.0,3,4,-37.818488099999996,144.96773969999998,-37.803233399999996,144.9966443,3775.0,2018-01-09,06:40:24,1013.52,6:57:17,3.41
ID3235607874,1.0,7,6,-37.8618349,144.90571599999998,-37.7738026,144.98364660000001,16033.0,2018-01-27,23:36:22,5320.6799999999985,1:05:02,44.68
ID1819899359,0.0,5,2,-37.8081247,144.9344576,-37.8175604,144.93222609999998,1347.0,2018-04-27,06:55:10,409.19999999999993,7:01:59,4.93
ID3199045487,1.0,9,5,-38.1109156,144.65417250000002,-37.804721,144.9274749,44051.0,2018-03-09,18:29:04,10522.679999999997,21:24:26,57.30831958067489
ID3625344331,1.0,4,6,-37.79916,144.98987639999999,-37.7738026,144.98364660000001,8163.0,2018-03-21,22:02:05,2563.0200000000004,22:44:48,26.18
ID5181165676,2.0,9,1,-38.1109156,144.65417250000002,-37.815365899999996,144.93541489999998,42824.0,2018-02-02,18:15:38,10303.02,21:07:21,886.55
ID1831741318,0.0,6,7,-37.7907967,144.985865,-37.8618349,144.90571599999998,11711.0,2018-02-10,19:36:58,3866.9400000000014,20:41:24,19.01
ID1449000529,0.0,2,8,-37.8243566,144.9523426,-37.807202000000004,145.0266373,7943.0,2018-05-01,15:00:58,1998.6000000000006,15:34:16,9.65
ID1692595261,0.0,4,3,-37.7993735,144.9931864,-37.819311799999994,145.0065121,3245.0,2018-07-27,22:18:01,856.8600000000004,22:32:17,11.77
ID3820138785,1.0,1,9,-37.8231807,144.96072790000002,-38.1109156,144.65417250000002,43408.0,2018-07-07,06:45:43,10518.9,9:41:01,54.89
ID3461285711,1.0,5,3,-37.812760600000004,144.9349737,-37.8110414,144.9886748,5262.0,2018-07-05,04:54:49,1301.0999999999995,5:16:30,19.92
