Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3388723633,1,5,7,-37.805997399999995,144.9295055,-37.8618349,144.90571599999998,11616.0,2018-05-07,00:45:03,3662.0,1:46:05,28.01
ID5156053150,2,6,3,-37.7908183,144.9857929,-37.823147999999996,144.98807140000002,4093.0,2018-07-01,23:02:33,964.0,23:18:37,117.03
ID1374616891,0,7,3,-37.8618349,144.90571599999998,-37.818698100000006,144.98401930000003,9193.0,2018-06-17,06:00:07,3027.0,6:50:34,10.18
ID3298189096,1,4,3,-37.8025533,144.9927413,-37.8166516,144.9882044,1778.0,2018-01-06,14:20:44,476.0,14:28:40,17.07
ID3618150562,1,3,1,-37.8164503,144.9851765,-37.819612400000004,144.9521114,3177.0,2018-04-14,02:53:52,685.0,3:05:17,20.31
ID3369020217,1,6,8,-37.7874325,144.9803767,-37.8158343,145.04645,8361.0,2018-04-22,14:34:51,2438.0,15:15:29,21.06
ID3115961637,1,5,7,-37.8141155,144.93287619999998,-37.8618349,144.90571599999998,11212.0,2018-06-09,02:50:16,3678.0,3:51:34,31.12
ID3919163481,1,1,8,-37.8043098,144.949973,-37.807202000000004,145.0266373,7498.0,2018-06-15,13:03:40,1928.0,13:35:48,17.57
ID5801783365,2,8,2,-37.807202000000004,145.0266373,-37.8148844,144.93768269999998,8668.0,2018-01-06,12:03:18,2160.0,12:39:18,206.24
ID1800786086,0,1,6,-37.82449879999999,144.9526951,-37.7874325,144.9803767,5608.0,2018-07-27,02:53:00,1348.0,3:15:28,12.03
ID1592386434,0,2,8,-37.8254474,144.9530928,-37.8158343,145.04645,9095.0,2018-01-10,16:06:40,2665.0,16:51:05,10.59
ID3696095080,1,3,6,-37.8170755,144.9832608,-37.7738026,144.98364660000001,8702.0,2018-02-27,20:52:04,2686.0,21:36:50,18.98
ID1905287491,0,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-02-28,01:28:41,12069.0,4:49:50,21.99
ID1828457332,0,4,7,-37.803628700000004,144.99215130000002,-37.8618349,144.90571599999998,10944.0,2018-01-12,13:20:32,3590.0,14:20:22,10.92
ID1556848360,0,5,9,-37.804114500000004,144.93847250000002,-38.1109156,144.65417250000002,43584.0,2018-05-05,21:19:40,10466.52,0:14:06,25.11
ID1311534724,0,5,4,-37.811312799999996,144.9299071,-37.810457799999995,145.0115275,8788.0,2018-02-24,02:10:47,2203.0,2:47:30,16.6
ID1171032183,0,4,6,-37.8024037,144.99500940000001,-37.7907967,144.985865,2121.0,2018-01-11,20:41:23,628.0,20:51:51,6.29
ID1912064117,0,6,2,-37.7874325,144.9803767,-37.8178976,144.94854569999998,5235.0,2018-01-19,03:35:15,1264.0,3:56:19,10.58
ID1768323795,0,8,3,-37.8158343,145.04645,-37.8174594,144.9778062,6833.0,2018-07-24,20:47:35,2001.0,21:20:56,10.09
ID5209944549,2,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-06-23,23:08:47,4292.4,0:20:19,388.5
ID3874230649,1,5,1,-37.80530220000001,144.93480549999998,-37.825349200000005,144.95335,3192.0,2018-04-20,10:39:22,884.0,10:54:06,7.99
ID1909910933,0,1,4,-37.8167434,144.96095319999998,-37.80540560000001,144.9967164,4101.0,2018-03-09,20:45:06,1001.0,21:01:47,8.9
ID3997662191,1,2,8,-37.8240357,144.9436033,-37.8158343,145.04645,9906.0,2018-04-11,23:56:32,2864.82,0:44:16,24.52
ID3700964227,1,8,1,-37.8158343,145.04645,-37.800959399999996,144.9566969,8304.0,2018-05-04,10:57:37,2312.0,11:36:09,11.4
ID3112459160,1,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-02-06,16:57:53,13173.0,20:37:26,56.94
ID5763740050,2,6,5,-37.7874421,144.9804091,-37.8129675,144.9336625,7213.0,2018-04-23,22:22:35,1809.0,22:52:44,177.33
ID3513893015,1,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-03-15,13:27:30,12681.0,16:58:51,54.16
ID5834863646,2,4,2,-37.7990452,144.9880333,-37.824725,144.9430046,5787.0,2018-04-13,01:32:03,1502.0,1:57:05,151.98
ID3229115650,1,5,1,-37.7992528,144.9364904,-37.800237700000004,144.9699444,3189.0,2018-06-22,13:03:58,868.0,13:18:26,13.08
ID1124871665,0,6,2,-37.7874325,144.9803767,-37.8113965,144.9379083,5953.0,2018-07-22,23:24:03,1507.0,23:49:10,16.38
ID3260512898,1,3,4,-37.8214785,144.9693451,-37.7998153,144.9886964,3745.0,2018-04-17,23:40:14,1026.0,23:57:20,19.49
ID5817049984,2,3,1,-37.8187231,145.0037836,-37.8126683,144.94307369999999,6023.0,2018-05-20,09:00:47,1503.0,9:25:50,143.53
ID1413939448,0,2,3,-37.814246000000004,144.9352781,-37.8174266,144.98780449999998,5409.0,2018-04-16,22:30:20,1334.0,22:52:34,11.94
ID5745786218,2,3,9,-37.8121951,144.9738711,-38.1109156,144.65417250000002,44413.0,2018-06-10,22:09:53,10703.76,1:08:16,912.34
ID1299418317,0,2,6,-37.816697600000005,144.9319125,-37.7908183,144.9857929,6886.0,2018-05-24,13:32:48,1760.0,14:02:08,8.66
ID1717495513,0,6,7,-37.7907967,144.985865,-37.8618349,144.90571599999998,11711.0,2018-06-04,02:56:15,3866.0,4:00:41,14.83
ID3291950388,1,7,2,-37.8618349,144.90571599999998,-37.8089146,144.93543640000001,10630.0,2018-05-12,22:16:53,3456.0,23:14:29,31.86
ID5989900523,2,7,3,-37.8618349,144.90571599999998,-37.814862299999994,144.97459080000002,8450.0,2018-02-25,00:25:47,2904.0,1:14:11,274.3
ID1961417949,0,6,4,-37.7907967,144.985865,-37.8130627,145.0117925,4647.0,2018-04-25,00:52:49,1289.0,1:14:18,10.98
ID3429528178,1,8,5,-37.8158343,145.04645,-37.8048086,144.92418590000003,11040.0,2018-03-05,16:16:12,3115.0,17:08:07,23.02
ID3291319116,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-07-08,19:32:37,12681.0,23:03:58,58.81
ID5517158171,2,8,3,-37.807202000000004,145.0266373,-37.8120034,144.9908827,3955.0,2018-03-23,07:51:07,933.0,8:06:40,87.62
ID1487491204,0,5,4,-37.8059182,144.9366503,-37.8049857,144.99567919999998,5757.0,2018-03-02,02:19:02,1508.0,2:44:10,11.19
ID5669150278,2,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-02-19,10:19:43,4917.0,11:41:40,415.51
ID1833787454,0,4,5,-37.8127925,145.0105819,-37.800365,144.9356092,9308.0,2018-04-28,07:54:36,2282.0,8:32:38,10.13
ID5870406758,2,5,6,-37.7953398,144.93100330000001,-37.7907967,144.985865,7380.0,2018-02-14,16:27:49,2122.0,17:03:11,195.1
ID5919464070,2,9,1,-38.1109156,144.65417250000002,-37.8095143,144.9638631,43661.0,2018-04-28,00:27:05,10551.0,3:22:56,900.59
ID1503781776,0,7,5,-37.8618349,144.90571599999998,-37.8044811,144.9364001,10830.0,2018-06-07,06:00:52,3512.0,6:59:24,7.38
ID1172661954,0,9,5,-38.1109156,144.65417250000002,-37.8083751,144.92880359999998,44129.0,2018-04-13,07:04:01,10600.0,10:00:41,12.73
ID1302115846,0,4,6,-37.8019746,145.0112368,-37.7874325,144.9803767,4343.0,2018-06-24,11:31:33,1094.0,11:49:47,10.39
ID3344799573,1,7,2,-37.8618349,144.90571599999998,-37.81661810000001,144.9281374,11497.0,2018-06-05,01:24:57,3717.0,2:26:54,26.5
ID1702716754,0,2,8,-37.8203709,144.9495861,-37.8158343,145.04645,9125.0,2018-07-13,00:18:13,2498.0,0:59:51,13.34
ID1367221463,0,2,5,-37.8151534,144.9275173,-37.8003605,144.9362495,3699.0,2018-02-23,01:59:49,849.0,2:13:58,12.36
ID1302240018,0,3,9,-37.816734600000004,144.9881896,-38.1109156,144.65417250000002,45704.0,2018-02-24,00:21:12,11053.0,3:25:25,22.55
ID1785396353,0,4,5,-37.7995195,144.99976719999998,-37.8129005,144.9298785,7955.0,2018-06-03,19:54:59,2055.0,20:29:14,13.76
ID3675664533,1,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-03-03,07:15:54,4292.0,8:27:26,24.57
ID1151965152,0,2,8,-37.818954,144.9432642,-37.8158343,145.04645,9750.0,2018-02-24,07:17:49,2773.0,8:04:02,9.07
ID1560684521,0,9,2,-38.1109156,144.65417250000002,-37.8218508,144.9475198,41936.0,2018-04-20,11:07:41,10085.0,13:55:46,13.43
ID3446922822,1,6,9,-37.7738026,144.98364660000001,-38.1109156,144.65417250000002,51061.0,2018-06-16,21:10:10,12976.5,0:46:26,66.6
ID1651522356,0,8,3,-37.807202000000004,145.0266373,-37.82020670000001,144.9815597,5530.0,2018-07-17,21:09:42,1382.0,21:32:44,10.93
ID3858243887,1,9,4,-38.1109156,144.65417250000002,-37.8095167,144.99974,46972.0,2018-06-20,09:48:47,11380.0,12:58:27,45.32
ID3756020156,1,6,1,-37.7907967,144.985865,-37.8178914,144.9619646,4410.0,2018-01-25,15:09:41,1195.68,15:29:36,14.09
ID5397469359,2,7,2,-37.8618349,144.90571599999998,-37.822191499999995,144.9476644,8874.0,2018-04-27,20:52:26,3102.3,21:44:08,274.73
ID3846883343,1,1,9,-37.821639700000006,144.9676845,-38.1109156,144.65417250000002,44278.0,2018-03-18,21:56:41,10759.56,0:56:00,56.85
ID3460587195,1,1,9,-37.8212628,144.9615631,-38.1109156,144.65417250000002,43390.0,2018-02-28,14:10:07,10539.0,17:05:46,48.19
ID1450491088,0,9,3,-38.1109156,144.65417250000002,-37.8229843,144.98898359999998,45850.0,2018-01-02,07:32:41,11113.0,10:37:54,13.77
ID3483163971,1,4,6,-37.804894700000006,144.9912345,-37.7874421,144.9804091,2995.0,2018-04-17,11:05:52,722.0,11:17:54,7.58
ID3833250336,1,8,6,-37.8158343,145.04645,-37.7874325,144.9803767,8361.0,2018-07-20,00:10:37,2438.0,0:51:15,23.64
ID5687787738,2,4,2,-37.8111942,144.99903769999997,-37.8246196,144.9458094,5421.0,2018-04-28,01:32:53,1474.0,1:57:27,156.42
ID1971398946,0,9,8,-38.1109156,144.65417250000002,-37.807202000000004,145.0266373,49777.0,2018-04-20,05:21:43,12099.0,8:43:22,20.47
ID1462285143,0,5,8,-37.8134906,144.9310399,-37.8158343,145.04645,11296.0,2018-01-16,03:15:58,3163.92,4:08:41,11.23
ID1439674991,0,4,3,-37.802641799999996,144.99387280000002,-37.8186632,144.996477,2139.0,2018-03-13,19:06:24,537.0,19:15:21,8.04
ID3830418781,1,4,3,-37.798441,144.99458909999998,-37.8100555,144.9809537,2367.0,2018-04-21,20:06:29,658.98,20:17:27,15.12
ID1721014055,0,6,5,-37.7907967,144.985865,-37.806189200000006,144.92946659999998,6832.0,2018-06-28,21:00:13,1952.94,21:32:45,13.21
ID1779897927,0,5,7,-37.8092777,144.9291463,-37.8618349,144.90571599999998,11161.0,2018-01-24,17:23:39,3572.82,18:23:11,9.76
ID3803315614,1,2,8,-37.824929600000004,144.9325794,-37.807202000000004,145.0266373,9842.0,2018-05-27,15:24:09,2552.1,16:06:41,23.84
ID3682479317,1,2,7,-37.8127164,144.9429385,-37.8618349,144.90571599999998,9840.0,2018-02-12,15:29:28,3265.0,16:23:53,20.59
ID3815696613,1,1,2,-37.8109859,144.9587939,-37.818287,144.9257374,3282.0,2018-07-21,11:51:43,755.94,12:04:18,10.87
ID1289603977,0,6,9,-37.7907967,144.985865,-38.1109156,144.65417250000002,47193.0,2018-04-27,18:34:49,11530.26,21:46:59,16.82
ID3670707237,1,8,5,-37.807202000000004,145.0266373,-37.8077748,144.93329450000002,9187.0,2018-01-13,16:13:19,2375.0,16:52:54,22.1
ID1733329208,0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-05-11,08:28:49,4911.0,9:50:40,7.68
ID5524882252,2,7,5,-37.8618349,144.90571599999998,-37.8033171,144.9368699,10832.0,2018-05-21,23:58:19,3535.92,0:57:14,319.23
ID5590177595,2,6,7,-37.7907967,144.985865,-37.8618349,144.90571599999998,11711.0,2018-02-14,14:42:45,3866.0,15:47:11,337.46
ID5888887489,2,7,2,-37.8618349,144.90571599999998,-37.8127528,144.93746069999997,10637.0,2018-02-05,05:53:46,3452.0,6:51:18,313.71
ID3569902824,1,8,1,-37.807202000000004,145.0266373,-37.82015379999999,144.9669628,6680.0,2018-04-16,07:12:40,1693.62,7:40:53,10.64
ID1914547740,0,2,8,-37.81225379999999,144.93866359999998,-37.8158343,145.04645,9911.0,2018-05-01,17:54:54,2793.0,18:41:27,8.99
ID1326413625,0,3,8,-37.8235277,144.98792360000002,-37.807202000000004,145.0266373,5232.0,2018-06-24,14:56:26,1251.0,15:17:17,12.04
ID1586407337,0,2,7,-37.8246196,144.9458094,-37.8618349,144.90571599999998,8956.0,2018-03-13,14:35:07,3144.3,15:27:31,8.61
ID3933959182,1,3,4,-37.825772,144.9844382,-37.8166864,145.0134205,3584.0,2018-05-03,00:46:26,821.16,1:00:07,18.53
ID1800840780,0,7,4,-37.8618349,144.90571599999998,-37.810702,145.01174319999998,12481.0,2018-07-11,00:51:12,3912.0,1:56:24,13.22
ID1252828307,0,7,3,-37.8618349,144.90571599999998,-37.8134021,144.99544219999999,10484.0,2018-05-13,01:58:48,3510.0,2:57:18,20.29
ID1275706403,0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-07-07,08:18:46,13204.0,11:58:50,19.13
ID3974705326,1,8,1,-37.8158343,145.04645,-37.814592499999996,144.9597224,8056.0,2018-05-07,13:20:08,2325.66,13:58:53,17.0
ID5203327632,2,6,8,-37.7738026,144.98364660000001,-37.8158343,145.04645,13562.0,2018-07-02,17:10:28,4213.56,18:20:41,366.26
ID3714209270,1,8,3,-37.8158343,145.04645,-37.824146,144.9835879,6965.0,2018-05-10,18:26:35,2038.2,19:00:33,15.7
ID3383483857,1,6,5,-37.7874325,144.9803767,-37.8065224,144.9317679,6329.0,2018-05-09,09:23:49,1690.0,9:51:59,9.57
ID3305733835,1,8,6,-37.8158343,145.04645,-37.7738026,144.98364660000001,13562.0,2018-06-05,02:02:09,4192.26,3:12:01,30.43
ID3543992724,1,2,5,-37.8225585,144.9501314,-37.802689799999996,144.938283,3040.0,2018-05-25,19:57:48,769.0,20:10:37,12.13
ID1967443840,0,1,3,-37.80334379999999,144.971893,-37.8204768,144.9771165,2789.0,2018-03-04,14:06:16,750.0,14:18:46,12.04
ID3620206972,1,8,1,-37.807202000000004,145.0266373,-37.8044157,144.95929569999998,6476.0,2018-04-22,23:57:15,1635.54,0:24:30,26.59
ID1575410166,0,5,6,-37.805997399999995,144.9295055,-37.7908183,144.9857929,7153.0,2018-07-03,14:16:17,1899.72,14:47:56,8.14
ID5785689180,2,2,1,-37.8236213,144.9404384,-37.7989032,144.9626467,4581.0,2018-04-27,06:23:17,1114.0,6:41:51,105.89
ID3130889283,1,6,2,-37.7907967,144.985865,-37.8091315,144.93208190000001,6547.0,2018-06-04,07:52:04,1800.36,8:22:04,9.26
ID3275447090,1,2,1,-37.814966999999996,144.94512509999998,-37.8178559,144.952689,2644.0,2018-07-26,02:10:44,655.0,2:21:39,17.36
ID3383967910,3,4,1,-37.799551799999996,145.0036237,-37.8006539,144.953847,5039.0,2018-07-04,02:09:18,1308.0,2:31:06,20.32
ID3706171322,1,5,4,-37.806830100000006,144.9378108,-37.810483500000004,144.9959702,5748.0,2018-04-12,11:51:42,1395.0,12:14:57,10.87
ID1271977879,0,4,7,-37.815282200000006,145.00293259999998,-37.8618349,144.90571599999998,11138.0,2018-05-04,00:52:52,3536.0,1:51:48,14.78
ID1837128390,0,3,2,-37.8121427,144.9792291,-37.819481,144.9323996,5722.0,2018-06-08,03:33:32,1420.0,3:57:12,11.14
ID3448773841,1,1,3,-37.8043195,144.9780489,-37.8187723,144.982729,2644.0,2018-02-22,02:06:27,618.0,2:16:45,17.58
ID1624788694,1,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-03-10,17:44:43,12681.0,21:16:04,20.58
ID3624227746,1,6,9,-37.773845,144.9836895,-38.1109156,144.65417250000002,48197.0,2018-06-16,01:43:00,11519.0,4:54:59,56.63
ID3882469921,1,4,7,-37.804741799999995,145.0110667,-37.8618349,144.90571599999998,12642.0,2018-01-13,17:19:30,4013.0,18:26:23,27.72
ID3153732944,3,5,1,-37.8044169,144.9295844,-37.8083862,144.97173869999997,3981.0,2018-01-17,07:44:03,1047.0,8:01:30,9.78
ID1342424239,3,5,1,-37.816042100000004,144.9286688,-37.818653999999995,144.952458,3813.0,2018-01-07,04:35:46,969.0,4:51:55,16.33
ID1294963438,0,6,9,-37.7738026,144.98364660000001,-38.1109156,144.65417250000002,51061.0,2018-01-15,01:47:26,12976.0,5:23:42,21.56
ID1695478884,0,8,5,-37.8158343,145.04645,-37.805884000000006,144.9366626,9926.0,2018-02-22,06:49:42,2829.0,7:36:51,5.73
ID5301439531,2,1,6,-37.8095468,144.9639783,-37.7874421,144.9804091,3368.0,2018-07-08,09:22:29,856.0,9:36:45,91.82
ID1794426976,1,3,1,-37.824608000000005,144.99058369999997,-37.8009419,144.9563946,4444.0,2018-03-26,23:46:50,1066.02,0:04:36,10.51
ID3766458715,1,2,5,-37.8208419,144.9480733,-37.8187161,144.91680549999998,3351.0,2018-04-07,15:32:04,887.0,15:46:51,16.95
ID3821978186,1,2,1,-37.822184299999996,144.947702,-37.82456079999999,144.9564993,1364.0,2018-06-11,23:04:57,338.0,23:10:35,16.58
ID5834652188,2,6,2,-37.7874421,144.9804091,-37.8148076,144.93764219999997,5850.0,2018-04-14,09:14:14,1479.0,9:38:53,140.53
ID1981081371,1,3,4,-37.8210367,144.9771467,-37.811750599999996,145.01220969999997,4163.0,2018-05-04,19:30:23,1046.0,19:47:49,8.33
ID3565748258,1,9,2,-38.1109156,144.65417250000002,-37.820561100000006,144.94878880000002,41971.0,2018-04-10,12:30:19,10086.0,15:18:25,43.56
ID1356553684,1,6,3,-37.7874325,144.9803767,-37.8214261,144.9918042,4649.0,2018-05-11,06:04:12,1164.0,6:23:36,5.18
ID1113582772,0,6,7,-37.7907967,144.985865,-37.8618349,144.90571599999998,11711.0,2018-05-26,09:06:36,3866.0,10:11:02,11.93
ID1759175024,0,7,3,-37.8618349,144.90571599999998,-37.814401399999994,144.99146130000003,10239.0,2018-01-26,07:31:50,3281.0,8:26:31,4.4
ID1807356074,0,2,9,-37.8164963,144.9458666,-38.1109156,144.65417250000002,41793.0,2018-07-02,18:46:34,10075.0,21:34:29,15.08
ID1264672352,0,5,4,-37.8147958,144.92705790000002,-37.7995439,145.00227759999999,9035.0,2018-04-22,19:41:29,2329.0,20:20:18,13.11
ID5637003420,3,9,4,-38.1109156,144.65417250000002,-37.8005312,145.01384309999997,48792.0,2018-04-17,08:09:53,11912.0,11:28:25,986.39
ID3286805455,1,2,8,-37.808815100000004,144.92585780000002,-37.8158343,145.04645,11133.0,2018-06-02,10:33:22,3144.0,11:25:46,18.93
ID1923726037,0,3,1,-37.823122399999995,144.98919990000002,-37.802433,144.95657549999999,4145.0,2018-01-27,14:04:06,941.0,14:19:47,12.77
ID1985047558,0,8,3,-37.8158343,145.04645,-37.8259124,144.9816174,7109.0,2018-07-02,16:46:24,2073.0,17:20:57,9.59
ID3182347180,1,5,6,-37.8152655,144.9277894,-37.773845,144.9836895,8925.0,2018-01-15,05:53:07,2030.0,6:26:57,23.88
ID3458479856,2,3,8,-37.82412,144.9889671,-37.8158343,145.04645,6343.0,2018-02-05,02:48:30,1869.0,3:19:39,23.6
ID1310428302,0,3,1,-37.8100606,144.99600269999996,-37.79870379999999,144.9672326,3448.0,2018-03-16,03:42:26,880.0,3:57:06,12.45
ID1816469435,0,4,7,-37.8057576,145.00435019999998,-37.8618349,144.90571599999998,11996.0,2018-05-11,19:42:48,3862.0,20:47:10,10.49
ID1239578873,0,4,8,-37.8118847,144.99965580000003,-37.8158343,145.04645,4256.0,2018-02-22,13:13:38,1370.0,13:36:28,10.11
ID3849973590,1,2,6,-37.8158381,144.93725590000003,-37.7908183,144.9857929,6181.0,2018-02-08,01:32:44,1590.0,1:59:14,21.06
ID5712402960,2,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-03-26,19:46:12,4298.0,20:57:50,371.9
ID3942456712,1,8,1,-37.8158343,145.04645,-37.8093554,144.9744788,6500.0,2018-04-26,13:50:59,1920.0,14:22:59,17.55
ID3733670361,1,5,4,-37.8059773,144.92798200000001,-37.8135859,145.0120655,8200.0,2018-03-08,00:13:33,2061.0,0:47:54,24.47
ID3915511697,1,9,3,-38.1109156,144.65417250000002,-37.8107533,144.9975014,46785.0,2018-02-28,21:59:31,11194.86,1:06:05,54.32
ID1775059950,0,7,1,-37.8618349,144.90571599999998,-37.8117314,144.9643145,8370.0,2018-01-20,16:51:35,2871.0,17:39:26,12.48
ID3432291583,1,2,8,-37.81151989999999,144.92720680000002,-37.807202000000004,145.0266373,9773.0,2018-03-01,19:45:54,2514.0,20:27:48,20.47
ID3496714873,1,8,1,-37.807202000000004,145.0266373,-37.807077899999996,144.9656769,5928.0,2018-01-01,11:22:08,1501.0,11:47:09,9.16
ID1328623601,0,6,8,-37.7907967,144.985865,-37.8158343,145.04645,7470.0,2018-03-26,09:55:30,2302.0,10:33:52,6.3
ID5687584744,2,1,8,-37.8188204,144.95317880000002,-37.8158343,145.04645,8815.0,2018-01-13,14:14:17,2469.0,14:55:26,230.1
ID1700058695,0,1,9,-37.8082348,144.9536132,-38.1109156,144.65417250000002,47863.0,2018-04-18,02:42:20,11682.0,5:57:02,19.94
ID1365875579,0,3,8,-37.8160847,144.9726051,-37.8158343,145.04645,6948.0,2018-01-19,03:14:51,2068.0,3:49:19,13.63
ID1464941667,0,9,4,-38.1109156,144.65417250000002,-37.812230299999996,145.0159644,48328.0,2018-01-24,23:29:09,11704.5,2:44:13,19.24
ID1544185176,0,1,6,-37.7989183,144.9441439,-37.7874421,144.9804091,4811.0,2018-04-26,00:18:23,1223.0,0:38:46,11.49
ID1997759488,0,4,7,-37.8124496,145.0110445,-37.8618349,144.90571599999998,12173.0,2018-05-28,01:07:24,3901.0,2:12:25,13.22
ID3710895103,1,4,1,-37.7990452,144.9880333,-37.8094801,144.9479139,4559.0,2018-04-02,15:38:43,1208.0,15:58:51,11.99
ID3232239137,1,2,9,-37.8163489,144.93840980000002,-38.1109156,144.65417250000002,42451.0,2018-07-14,20:22:18,10190.0,23:12:08,51.53
ID1229943890,0,5,6,-37.8047601,144.93665380000002,-37.7907967,144.985865,6015.0,2018-06-22,11:24:34,1730.0,11:53:24,3.55
ID1123144706,0,8,1,-37.8158343,145.04645,-37.8041213,144.9492269,8794.0,2018-06-25,03:29:31,2526.0,4:11:37,14.61
ID1500495423,0,7,1,-37.8618349,144.90571599999998,-37.817535799999995,144.9683504,8032.0,2018-06-20,04:35:11,2767.0,5:21:18,12.53
ID1145944825,0,9,3,-38.1109156,144.65417250000002,-37.8133132,144.9737721,44327.0,2018-06-25,22:24:14,10619.0,1:21:13,18.48
ID3873240464,1,6,8,-37.7874421,144.9804091,-37.8158343,145.04645,8357.0,2018-04-10,04:39:45,2437.0,5:20:22,23.89
ID5572449384,2,6,8,-37.7738026,144.98364660000001,-37.8158343,145.04645,13562.0,2018-02-28,17:03:51,4213.0,18:14:04,366.13
ID5344841862,2,9,4,-38.1109156,144.65417250000002,-37.8099653,144.9953976,46502.0,2018-07-03,20:31:49,11150.0,23:37:39,932.66
ID1205350501,0,3,8,-37.826265500000005,144.9784469,-37.807202000000004,145.0266373,6662.0,2018-07-23,07:57:59,1635.0,8:25:14,6.71
ID3198308245,1,7,5,-37.8618349,144.90571599999998,-37.8102304,144.9305611,11774.0,2018-02-06,05:26:28,3753.0,6:29:01,28.93
ID5771972380,2,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-04-23,19:26:18,12681.0,22:57:39,1057.26
ID3795595269,1,9,6,-38.1109156,144.65417250000002,-37.7738026,144.98364660000001,51061.0,2018-04-11,16:45:37,12952.0,20:21:29,53.43
ID3535353659,1,4,2,-37.802294,144.990587,-37.8097865,144.9318465,6074.0,2018-04-21,06:50:47,1496.0,7:15:43,13.16
ID3501254287,1,3,8,-37.8154546,144.9774748,-37.8158343,145.04645,6474.0,2018-06-12,16:14:19,1917.0,16:46:16,15.6
ID3516622618,1,9,6,-38.1109156,144.65417250000002,-37.7908183,144.9857929,47186.0,2018-06-21,03:45:29,11423.0,6:55:52,54.68
ID3560217724,1,9,2,-38.1109156,144.65417250000002,-37.816444700000005,144.9458051,41788.0,2018-04-09,18:26:44,10072.0,21:14:36,44.74
ID5518861463,2,6,1,-37.7907967,144.985865,-37.8034065,144.9665448,2929.0,2018-01-18,05:59:20,885.0,6:14:05,102.38
